Word,LogOdds,Score,Category
akkasi,,0.9545454545454546,positive
abbo,,-1.0909090909090908,negative
arsenal,,-1.0,negative
humna,,-1.5882352941176472,negative
debisaa,,1.0,positive
gotaa,,1.7142857142857142,positive
lammii,,-0.8999999999999999,negative
gochii,,-1.2000000000000002,negative
ofii,,-1.263157894736842,negative
wanumaa,,1.0,positive
utuu,,-1.3846153846153846,negative
hubannoo,,-1.5,negative
keettii,,2.0,positive
ajaa'iba,,1.6666666666666667,positive
jirraa,,1.2857142857142856,positive
wantii,,-1.0714285714285714,negative
horii,,-0.9230769230769231,negative
gala,,-1.0909090909090908,negative
aanaa,,-0.9642857142857144,negative
qofaaf,,-1.0,negative
keti,,1.4,positive
sababni,,-0.9473684210526315,negative
jennaan,,-1.4,negative
mitii,,-1.8113207547169812,negative
kubbaa,,-2.25,negative
nam,,2.142857142857143,positive
harka,,-1.3043478260869565,negative
harkaa,,-1.08,negative
jirtii,,-1.0909090909090908,negative
dandahu,,1.125,positive
jechuu,,-1.25,negative
ofitti,,-1.0,negative
himee,,1.2000000000000002,positive
bayy'ee,,1.2000000000000002,positive
gariidha,,2.0,positive
maaluma,,1.0,positive
taatu,,-1.875,negative
yes,,2.571428571428571,positive
qaroo,,2.0,positive
jiruuf,,-1.75,negative
barri,,-1.8461538461538463,negative
deebii,,-1.5,negative
ishee,,-1.5348837209302326,negative
videon,,1.0,positive
fidii,,1.0,positive
waaqaa,,2.142857142857143,positive
beeka,,-1.0588235294117647,negative
asii,,-1.8461538461538463,negative
jaalalaa,,1.0909090909090908,positive
kabaja,,-2.142857142857143,negative
mitti,,-1.3333333333333333,negative
dhalotaa,,1.5,positive
leencaa,,1.5,positive
ala,,-1.2352941176470589,negative
keenna,,1.5,positive
caalaa,,-0.9230769230769231,negative
yoona,,-1.7142857142857142,negative
goota,,0.9375,positive
hamilee,,-1.5,negative
yadaa,,1.2000000000000002,positive
abdiin,,1.5,positive
dabale,,-1.5,negative
sirri,,-0.9230769230769231,negative
waaq,,1.2000000000000002,positive
qarshii,,-1.7027027027027026,negative
lubbuu,,0.8999999999999999,positive
waaqni,,1.5,positive
rakkina,,-1.875,negative
karaan,,-1.5,negative
maliif,,-1.125,negative
jiraatuu,,1.2000000000000002,positive
hafe,,-1.2000000000000002,negative
nyaatu,,-1.2857142857142856,negative
gadi,,-1.5671641791044775,negative
gootu,,-1.7999999999999998,negative
gaafa,,-1.3125,negative
isuma,,-1.3636363636363635,negative
dura,,-1.5909090909090908,negative
jireenyaa,,2.2894736842105265,positive
tokkotti,,-1.125,negative
aadaa,,1.2000000000000002,positive
jirti,,-1.222222222222222,negative
dorgoma,,-1.7999999999999998,negative
beekuun,,-2.1818181818181817,negative
dhuftee,,-0.8999999999999999,negative
nagaan,,1.0434782608695652,positive
rakkoo,,-1.3333333333333333,negative
ummanni,,-2.25,negative
dubbi,,-1.0,negative
nutu,,-1.5,negative
posti,,-1.2000000000000002,negative
bula,,-2.0,negative
male,,-1.4782608695652175,negative
haadha,,-1.153846153846154,negative
keetti,,1.0,positive
inaaffaa,,-1.7999999999999998,negative
ilmaan,,-1.6666666666666667,negative
tokkoon,,-1.3333333333333333,negative
beekta,,-3.0,negative
wayya,,-1.6,negative
arguu,,1.0909090909090908,positive
duraa,,-0.967741935483871,negative
ummata,,-2.414634146341464,negative
manaa,,-2.142857142857143,negative
hh,,-2.4000000000000004,negative
arabaa,,-2.25,negative
yaali,,-1.0,negative
eeggadhu,,-1.2000000000000002,negative
ammaa,,-1.3333333333333333,negative
barate,,1.0,positive
jiruum,,-2.0,negative
onnee,,-0.8999999999999999,negative
wanuma,,-1.2000000000000002,negative
oolu,,-2.0,negative
qoyii,,-1.5,negative
biratti,,-2.0625,negative
dursa,,-3.0,negative
nyaate,,-2.5,negative
qalbii,,1.2857142857142856,positive
galchu,,-2.1818181818181817,negative
bada,,-2.5,negative
ka'e,,-2.4000000000000004,negative
moo,,-1.217142857142857,negative
jiraate,,-1.0,negative
hojjetaa,,-2.4000000000000004,negative
deebi'e,,-1.0,negative
ilaalaa,,-0.8999999999999999,negative
gadii,,-1.5833333333333335,negative
obn,,-0.8999999999999999,negative
tahe,,-1.0588235294117647,negative
bu'uu,,-1.7999999999999998,negative
walitti,,-1.5555555555555554,negative
jedhame,,-1.0,negative
tate,,-1.2000000000000002,negative
beka,,-1.7999999999999998,negative
kanafu,,-1.2000000000000002,negative
yo,,-0.9428571428571428,negative
siti,,-1.7142857142857142,negative
hoji,,-1.875,negative
isan,,-1.2857142857142856,negative
toko,,-1.3636363636363635,negative
hn,,-1.2857142857142856,negative
fudhatama,,-1.7999999999999998,negative
gaha,,-2.3333333333333335,negative
ira,,-1.0,negative
gaaffii,,-1.2000000000000002,negative
tahee,,-1.263157894736842,negative
darban,,-1.5,negative
jechuudha,,-1.3448275862068966,negative
kunis,,-1.5,negative
gochaa,,-2.0999999999999996,negative
duraan,,-0.8999999999999999,negative
barbaadde,,-2.625,negative
baate,,-1.6363636363636362,negative
seera,,-1.7999999999999998,negative
isaas,,-1.0909090909090908,negative
shan,,-1.6666666666666667,negative
hojiin,,-1.6363636363636362,negative
moti,,-1.7999999999999998,negative
welcome,,2.625,positive
gurba,,-0.9230769230769231,negative
jaalanna,,1.7999999999999998,positive
rabi,,1.7999999999999998,positive
s,,1.125,positive
ummataa,,-2.0,negative
midia,,-1.5,negative
ummaata,,-1.8461538461538463,negative
dhabne,,-1.4,negative
lixaa,,1.0,positive
wallaggaa,,1.2857142857142856,positive
akkumaa,,1.0,positive
kabajaa,,-2.571428571428571,negative
ammati,,-1.7999999999999998,negative
gad,,-1.5,negative
taanaan,,-1.7999999999999998,negative
wanii,,-1.5,negative
galu,,-1.6153846153846154,negative
abiy,,-2.52,negative
bbc,,-1.92,negative
ormaa,,-1.0,negative
and,,2.0,positive
egaa,,-1.2000000000000002,negative
hacee,,-1.2352941176470589,negative
gaaridha,,0.8999999999999999,positive
guddisuu,,1.0,positive
bahe,,-1.125,negative
ragaa,,-0.9230769230769231,negative
dirqama,,-0.9545454545454546,negative
uummata,,-2.3823529411764706,negative
oromoof,,-1.6875,negative
uummataa,,-1.6666666666666667,negative
qofaa,,-1.0999999999999999,negative
qabnu,,1.0,positive
ergaan,,-1.125,negative
sagaleen,,1.3333333333333333,positive
baasi,,-0.8999999999999999,negative
leenci,,-2.0,negative
waliif,,2.0999999999999996,positive
jettu,,-1.4117647058823528,negative
rabin,,2.0,positive
itoophiyaan,,-1.125,negative
abbichuu,,1.6,positive
jedhaa,,-1.25,negative
rakko,,-1.9500000000000002,negative
jimma,,-1.5,negative
taanan,,-1.125,negative
danda'u,,-1.7999999999999998,negative
annaa,,-1.125,negative
gaafii,,-1.0909090909090908,negative
quba,,-1.6153846153846154,negative
naannoo,,-1.3333333333333333,negative
daandii,,-1.2857142857142856,negative
rakkon,,-1.2000000000000002,negative
jirutti,,-1.125,negative
ibsaa,,-1.2272727272727273,negative
booda,,-1.2985074626865671,negative
galiin,,-2.0,negative
bahaa,,-1.2857142857142856,negative
magaalaa,,-1.6666666666666667,negative
qaamni,,-1.5,negative
bulchuu,,-2.4000000000000004,negative
bulaa,,-1.2000000000000002,negative
eenyu,,-1.0909090909090908,negative
deema,,-1.125,negative
guddina,,-1.5,negative
magaala,,-1.5,negative
yoom,,-1.275,negative
baalee,,-1.2000000000000002,negative
bulchaa,,-2.25,negative
daldalaa,,-2.4000000000000004,negative
l,,1.2000000000000002,positive
demaa,,-1.2000000000000002,negative
galoo,,0.8999999999999999,positive
abo,,-1.6153846153846154,negative
gootaa,,1.7142857142857142,positive
maale,,-1.2857142857142856,negative
daqiqaa,,1.125,positive
birraa,,-1.2000000000000002,negative
qabdaa,,-2.5,negative
keessattu,,-1.0,negative
kesan,,1.2000000000000002,positive
ta'eera,,-2.0,negative
fuudhuu,,1.0,positive
fiilmii,,2.0,positive
diraamaa,,2.142857142857143,positive
filmii,,1.7999999999999998,positive
du,,-1.6666666666666667,negative
dhugumaa,,1.0,positive
maalee,,-1.5,negative
gammeen,,2.0,positive
wayyii,,-1.0,negative
ayi,,-1.7999999999999998,negative
takkaa,,-0.9230769230769231,negative
laluu,,1.0,positive
jedhanii,,-2.0526315789473686,negative
garidha,,1.5,positive
warraa,,-1.2000000000000002,negative
jetuu,,-1.2000000000000002,negative
numa,,-2.0,negative
rabbin,,1.4285714285714284,positive
jiranii,,-1.7999999999999998,negative
jalqabee,,-2.5,negative
diraama,,1.0,positive
bee,,-1.0,negative
jaraa,,-1.5,negative
jarri,,-2.3333333333333335,negative
fixe,,-1.5,negative
akan,,1.7999999999999998,positive
wayyaa,,-1.6363636363636362,negative
dafii,,-1.2857142857142856,negative
fedhii,,-1.6,negative
ba,,-1.7142857142857142,negative
dokter,,1.5,positive
jedhamaa,,-1.125,negative
barbadee,,-0.9230769230769231,negative
durbummaa,,-1.5,negative
dubartii,,-1.1428571428571428,negative
dhuguu,,-2.0,negative
bodaa,,-1.0714285714285714,negative
maalii,,-1.3448275862068966,negative
yaroo,,-1.5,negative
hafee,,-1.125,negative
fa,,-1.2000000000000002,negative
wayi,,-1.7999999999999998,negative
irraati,,-1.5,negative
jetee,,1.3636363636363635,positive
furmaata,,-1.2857142857142856,negative
dhaabbata,,-2.8421052631578947,negative
dhiisu,,-1.7999999999999998,negative
oo,,1.2000000000000002,positive
wa'ee,,-1.5,negative
maaliin,,-1.0,negative
ma,,-1.75,negative
gonee,,-1.0,negative
taasisu,,-1.0,negative
maata,,-1.2000000000000002,negative
maltuu,,-1.0,negative
fiduu,,-0.8999999999999999,negative
obboo,,-1.5,negative
qotee,,-1.9090909090909092,negative
kabajamoo,,0.8999999999999999,positive
misooma,,-2.3333333333333335,negative
qabii,,-2.571428571428571,negative
jedhii,,-1.0,negative
hama,,-1.2000000000000002,negative
nyataa,,-1.5,negative
daboo,,-1.2857142857142856,negative
harkaan,,-1.125,negative
jarii,,-1.7999999999999998,negative
maqa,,-1.0909090909090908,negative
boo,,-1.5,negative
agaree,,-2.4000000000000004,negative
sila,,-1.44,negative
qorichi,,-1.2857142857142856,negative
pp,,-2.571428571428571,negative
bakkaa,,-1.3333333333333333,negative
abba,,-1.0999999999999999,negative
ja,,-1.5,negative
siyaasaa,,-2.5555555555555554,negative
maalitti,,-3.0,negative
salamii,,-2.142857142857143,negative
jowar,,-3.0,negative
ilaali,,-2.0999999999999996,negative
dhisuu,,-1.3636363636363635,negative
eenyuu,,-1.875,negative
jenne,,-2.0,negative
ayii,,-1.25,negative
us,,-2.0,negative
jawaar,,-2.4130434782608696,negative
abiyyi,,-1.8461538461538463,negative
jawar,,-1.8202247191011236,negative
ajandaa,,-1.9411764705882355,negative
wbo,,-3.0,negative
motummaa,,-3.0,negative
dubbata,,-1.2000000000000002,negative
inshaa,,1.7999999999999998,positive
ii,,-1.6666666666666667,negative
jedhamtu,,-3.0,negative
isinirraa,,-1.7142857142857142,negative
dhibba,,-1.5,negative
qabatamaa,,-2.0,negative
beekne,,-2.5384615384615383,negative
du'aa,,-2.142857142857143,negative
qabne,,-1.625,negative
qabsoo,,-0.9230769230769231,negative
galchuu,,-1.875,negative
dirree,,-1.7142857142857142,negative
qeerroo,,-1.0,negative
barbaade,,-1.125,negative
ali,,-2.571428571428571,negative
ahmed,,-2.6666666666666665,negative
qabdee,,-1.2000000000000002,negative
keetu,,-1.7999999999999998,negative
dhagahuu,,-1.7999999999999998,negative
kuun,,-3.0,negative
kenaa,,1.3636363636363635,positive
hangana,,-1.2000000000000002,negative
paartii,,-2.571428571428571,negative
diina,,-1.2000000000000002,negative
hawaasaa,,-1.7999999999999998,negative
bulcha,,-2.25,negative
situ,,-3.0,negative
uummatni,,-3.0,negative
fayidaa,,-1.7999999999999998,negative
birri,,-1.5,negative
yoomii,,-1.0,negative
umata,,-2.3333333333333335,negative
dhiirri,,-1.2000000000000002,negative
digirii,,-1.3636363636363635,negative
deebi'i,,-2.142857142857143,negative
bituu,,-1.5,negative
fudhuu,,-2.142857142857143,negative
beektu,,-3.0,negative
taatee,,-2.4545454545454546,negative
mirga,,-1.2000000000000002,negative
imoo,,-2.0,negative
ofi,,-1.3846153846153846,negative
jedhamu,,-1.7142857142857142,negative
j,,-1.2000000000000002,negative
ba'u,,-1.2857142857142856,negative
yaadu,,-2.142857142857143,negative
batee,,-0.8999999999999999,negative
gahu,,-0.8999999999999999,negative
barbaachisu,,-2.4000000000000004,negative
iyyu,,-2.571428571428571,negative
qabba,,-1.2000000000000002,negative
ini,,-2.571428571428571,negative
duu,,-2.4000000000000004,negative
doktoor,,1.2000000000000002,positive
sitii,,-1.5,negative
boodaa,,-1.0,negative
200,,-2.4545454545454546,negative
waani,,-1.6666666666666667,negative
gatiin,,-1.3333333333333333,negative
faayidaan,,-1.125,negative
qarshiin,,-2.0,negative
diddee,,-1.0,negative
50,,-2.4000000000000004,negative
jijjiiruu,,-1.2857142857142856,negative
akuma,,-1.7999999999999998,negative
hoggansa,,-1.7999999999999998,negative
25,,-1.125,negative
mataan,,-1.7999999999999998,negative
wajjiin,,-1.0,negative
ammammoo,,-2.571428571428571,negative
birrii,,-1.9090909090909092,negative
itoophiyaa,,-2.192307692307692,negative
baduu,,-1.2000000000000002,negative
abiyi,,-2.25,negative
misoomni,,-2.0769230769230766,negative
hundaafuu,,-1.5,negative
jarana,,-2.142857142857143,negative
abichuu,,1.5,positive
ijoolee,,-1.2000000000000002,negative
nuyi,,-1.5,negative
faayidaa,,-1.153846153846154,negative
taheef,,-1.0,negative
namichaa,,-1.2000000000000002,negative
kesanii,,1.2000000000000002,positive
hinjiru,,-1.5,negative
jennee,,-1.5,negative
qabani,,-1.7999999999999998,negative
namuma,,-3.0,negative
tana,,-1.875,negative
gonuu,,-1.0,negative
qoosaa,,-2.142857142857143,negative
bukoo,,-2.0,negative
jechi,,1.7999999999999998,positive
qamadii,,-1.5,negative
mastikaa,,-1.2857142857142856,negative
taa,,-1.0714285714285714,negative
wlh,,1.0,positive
firaa,,-2.0,negative
har'a,,-1.7999999999999998,negative
nyaadhu,,-1.2000000000000002,negative
biroo,,-1.2000000000000002,negative
jaallattu,,1.0,positive
not,,-1.0,negative
jibbuu,,-1.5,negative
ta'uun,,-1.125,negative
miilaa,,-1.7999999999999998,negative
wallahi,,1.2857142857142856,positive
dhugaaf,,-1.2000000000000002,negative
dhiiroo,,-1.875,negative
gutuu,,1.3333333333333333,positive
jiraachuu,,-1.125,negative
bichaa,,-1.7999999999999998,negative
tuulamni,,-2.625,negative
dhuunfaa,,-1.875,negative
kuba,,-2.5,negative
gali,,-2.25,negative
beektuu,,-3.0,negative
filatu,,-2.142857142857143,negative
milaa,,-2.142857142857143,negative
olii,,-1.0909090909090908,negative
jaalatu,,1.5,positive
halkan,,-1.125,negative
kubba,,-2.5,negative
ilaaluun,,-1.2000000000000002,negative
arganne,,-1.2000000000000002,negative
ta'anii,,-1.0,negative
namicha,,-2.625,negative
sanaa,,-1.6153846153846154,negative
galle,,-0.9230769230769231,negative
yaala,,-1.0,negative
teesse,,-2.571428571428571,negative
bal'aa,,-2.4000000000000004,negative
taatanii,,-1.7999999999999998,negative
kanaafuu,,-2.307692307692308,negative
kesaan,,1.125,positive
rabbiif,,1.2000000000000002,positive
ganama,,1.2000000000000002,positive
beekna,,-1.7142857142857142,negative
nani,,-1.2000000000000002,negative
siilaa,,-1.2000000000000002,negative
barii,,-1.875,negative
goote,,-1.6666666666666667,negative
wallaalle,,-1.7999999999999998,negative
barsiisuu,,-1.7142857142857142,negative
qonnaan,,-1.2857142857142856,negative
bulaan,,-2.571428571428571,negative
akkamiiti,,-1.0,negative
hawaasa,,-2.1176470588235294,negative
dhufnee,,-1.2000000000000002,negative
hara,,-1.2000000000000002,negative
0,,-1.0,negative
farfannaa,,3.0,positive
tajaajila,,-1.5,negative
urmii,,2.4000000000000004,positive
dogongora,,-1.0,negative
gutee,,-1.2000000000000002,negative
gama,,-1.0,negative
jirru,,-2.571428571428571,negative
taarifa,,-3.0,negative
haalli,,-1.7999999999999998,negative
telecom,,-3.0,negative
gidduu,,-1.125,negative
safaricom,,-3.0,negative
tele,,-3.0,negative
biyyoota,,-2.6666666666666665,negative
dhabbata,,-3.0,negative
ta'uuf,,-1.7999999999999998,negative
angoo,,-3.0,negative
aangoo,,-1.7999999999999998,negative
irraan,,-1.2000000000000002,negative
uummanni,,-2.5384615384615383,negative
ethiotelecom,,-3.0,negative
qabaatee,,-1.2000000000000002,negative
gaafata,,-1.7142857142857142,negative
bu'ee,,-1.2857142857142856,negative
simi,,-2.0,negative
illee,,-2.1818181818181817,negative
filannoon,,-1.5,negative
20,,-1.2857142857142856,negative
hojjechuu,,-1.875,negative
furmata,,-1.2000000000000002,negative
guyyaan,,-1.0588235294117647,negative
feetan,,-2.0999999999999996,negative
jiraatee,,-1.2000000000000002,negative
gallee,,-1.0,negative
kaffaltii,,-1.2857142857142856,negative
galchaa,,-1.7999999999999998,negative
hidhuun,,-1.0,negative
taa'anii,,-2.4000000000000004,negative
eenyuun,,-1.2000000000000002,negative
asandaaboo,,-1.9090909090909092,negative
naaddaa,,-2.5384615384615383,negative
isii,,-1.125,negative
halkaniif,,-2.4000000000000004,negative
kaliifaa,,-2.4000000000000004,negative
afuuftuun,,-1.2000000000000002,negative
misoomaaf,,-1.5,negative
misoomaa,,-2.25,negative
jawwaar,,-1.7999999999999998,negative
ummataaf,,-2.571428571428571,negative
qabsoon,,-2.5,negative
mohammed,,-1.5,negative
jawween,,-2.727272727272727,negative
hojjatu,,-2.25,negative
ummatni,,-3.0,negative
sim,,-1.2000000000000002,negative
jawwar,,-2.0,negative
darbe,,-1.7142857142857142,negative
xiinxala,,-1.2857142857142856,negative
news,,-2.4000000000000004,negative
hayyuun,,-1.2000000000000002,negative
qofatu,,-1.5,negative
innii,,-2.5,negative
barbaannu,,-2.5,negative
jedhaanii,,-2.6666666666666665,negative
woliin,,-1.7142857142857142,negative
qabachu,,-1.2000000000000002,negative
deebitee,,-1.0,negative
israa'el,,-3.0,negative
alshabaabiin,,-3.0,negative
israel,,-2.769230769230769,negative
badhaadhinni,,-2.7,negative
darba,,-2.142857142857143,negative
jaartii,,-1.0,negative
barbaanna,,-1.2000000000000002,negative
manni,,-1.7999999999999998,negative
banamuu,,-1.2000000000000002,negative
tuulamaa,,-2.4000000000000004,negative
project,,-1.7999999999999998,negative
ijaaramu,,-2.5,negative
account,,-0.9230769230769231,negative
abiyahmedali,,-1.3043478260869565,negative
