Comment_ID,Text,Sentiment
4801,mashalaha mashalaha mashalaha mashalaha mashalaha mashalaha ❤❤❤❤❤❤❤❤❤❤,Positive
4802,Mashaallh Mashaallh Mashaallh Mashaallh Mashaallh ❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4803,Umurii dharaa dhuu Raayyaa qalii sabaa ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4804,Yaa ustaazi rayya koo uumrii harraggessa isiniif haa Kenn❤❤❤❤❤❤,Positive
4805,Mashallah,Positive
4806,mashallahaa mashallahaa mashallahaa mashallahaa tabarklha ustaaz Kenya qalii fi garii namaa ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4807,Masha ❤❤❤❤❤❤❤ala❤❤❤umrii❤❤❤❤nuff❤❤❤❤❤❤dheradhuu❤❤❤,Positive
4808,Mashaalah...mashalaah...umrii..nufii..dheeradhaa,Positive
4809,mashalaa umurii sia dherressu jiradhu ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ 45:08 ❤❤❤❤❤❤❤❤❤❤❤,Positive
4810,Mashalla mashallaa mashalla mashallaa mashalla mashallaa mashalla mashallaa,Positive
4811,Maashaallh maashaallh maashaallh ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4812,l love him without what hi saying ❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4813,❤❤❤❤❤❤❤❤❤❤❤mashaalla.allha.maashaalla.allha.❤❤❤❤❤❤❤❤❤❤❤,Positive
4814,MashaAllah Raayyaa Abba maacca❤❤❤❤,Positive
4815,Masha allah masha allah masha allah abbako kabajama rabbin umari kesani nufi hadhersu rabbin gamachu biyya lamani sinf halatu rabbifi jechani sin jaladha rabbin ana oliti sin hajalatu❤❤❤❤❤❤❤,Positive
4816,Masha allah masha allah❤❤❤,Positive
4817,Mashallah I here a lot of time jazaklahe raya abaa manca,Positive
4818,Masha Allah masha Allah masha Allah masha Allah masha Allah masha Allah ❤️ ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4819,Mashaaa alha mashaallaa ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4820,Maashaallah ❤❤❤❤ maashaallah maashaallah maashaallah maashaallah ❤❤❤,Positive
4821,Maashaalah rabbii inisiii iraa haa jalatuu,Positive
4822,Mashallh ustazaa kennaa qalii umrii nuu dheradhaa,Positive
4823,Umrii kesssaan haa dheratuu❤❤❤❤❤❤,Positive
4824,Masha alla masha alla masha alla masha alla masha alla masha alla masha alla masha alla masha alla masha alla,Positive
4825,❤❤❤❤❤❤❤❤❤❤❤❤❤mashaalla mashaalla ❤❤❤❤❤❤❤,Positive
4826,Amiiiniiiiiiìiiiiiiin,Positive
4827,Mashaalaa mashaalaa ❤️❤️❤️❤️ mashaalaa mashaalaa ❤️❤️❤️❤️❤️❤️❤️❤️,Positive
4828,Mashalaa. Rabin.koo.janatan.isin.hagamachiu,Positive
4829,Malhaalhaalhaalh Namiiiiiiiiiiiiiinamiiiii Namiiiiiiiiiiiiiinamiiiii Maslhaalhaalh yaarabba yaallhaa I malhaalhaalhaalh ♥️ Maslhaalhaalh Maslhaalhaalh yaarabba yaallhaa ♥️ Maslhaalhaalh yaarabba Namiiiiiiiiiiiiiinamiiiii Maslhaalhaalh Maslhaalhaalh ❣️❣️✅✅♥️♥️♥️♥️♥️❣️❣️❣️❤️,Positive
4830,Ustazee qali nama hayyuu koo bayya'ee isin jaaladhaa wallahi rabbumaf jechaa️gootaa koo,Positive
4831,Mashaa Allaa mashaa Allaa mashaa Allaa mashaa Allaa ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4832,Mashala mashala mashala ❤❤❤ammiiiiii ammiiiiii a mmiiiiii❤❤❤,Positive
4833,Masa.allah☝️☝️☝️,Positive
4834,Mashallh mashallh mashallh mashallh mashallh mashallh mashallh mashallh mashallh mashallh mashallh mashallh ❤❤❤❤❤❤❤❤❤❤❤,Positive
4835,❤❤❤❤❤❤❤❤❤ mashalaa mashalaa mashalaa mashalaa mashalaa mashalaa mashalaa mashalaa mashalaa mashalaa,Positive
4836,Mashalaha ustazii koo rayaa sii jaladhaa abbaa koo ❤❤❤ umrii nuufi dheradhuu,Positive
4837,"mashallaa ijara hafii Uztada kenyaa
 qalii❤❤❤❤❤❤",Positive
4838,Mashaala mashaala.. Ustaz rayyaa a baa amanii dhugaa,Positive
4839,Maashaa Allah rabbiin unrii keessan isin haa dheereysu❤❤,Positive
4840,Mashallaa mashallaa mashallaa mashallaa ❤❤❤❤❤❤❤❤❤❤❤,Positive
4841,Mashaa alhaa mashaa alhaa babaa kenyaa❤,Positive
4842,Masha AllAA masha AllAA masha AllAA❤️❤️,Positive
4843,Mashaala mashalaaaaaaaa❤❤❤❤❤❤❤❤❤mashalaa,Positive
4844,Masllhaallh yaarabbai masllhaallh Masllhaallh ❤❤❤❤❤❤❤❤❤❤❤,Positive
4845,Masha Allah rabbii umrii dherdhuu,Positive
4846,Maasha Allah isiinirra haajalatu,Positive
4847,Maashaa Allah,Positive
4848,Mashalla,Positive
4849,Mashaa Allah umrii rabbin Saha dheereysu❤🎉🎉,Positive
4850,Ani akka kiyyatti waan baayyee sirraa baradheera umrii nuuf dheeradhuu nuuf bubbulii kumaatama.,Positive
4851,Mashaa allah sheeka keenya jabaa waan baayyee sirraa barannee sheek_jamaal aliyyii naaf jiraadhuu,Positive
4852,Masha Allah ❤❤❤,Positive
4853,Maashaa Allah,Positive
4854,Maasha allaha maasha allaha heduu namatii tolaa,Positive
4855,Mashala allah,Positive
4856,Mashaa Allah ❤❤❤,Positive
4857,Maasha Allaah,Positive
4858,Masha Allah baabaa shek jamaal Aliyyii rabbi umrii nuuf haa dheereysu,Positive
4859,Alhamdulilah guttu issa ama xumuree dura qixee dhagefadhe walahi barumsa gudaa gorsa baredaa yoo abban bekke itti fayadame jazakalah keyraan waa ahsan jazakum issin lamanu 1:17:40,Positive
4860,Wa'aleykum salam warahmatulah wabarakatuhu masha allah tabarakalah ❤walahi rabbin umrii issin haa dheresuu Ani Ustaza koo oso issin argee caraa gaafi issin gafadhuu takka qaba yoo akka tasaa ustaz Shu'eybin argaan barefama koo nama cima akkana haadha mana cimtu akkamituu dubaa jiraa latta hatti mana keessaan intala she/ tamam jedhu mee waan haadha mana keessaan irra nuuf hima malif jenan obsite bu'aa ce'ii kana hinda issin walin dabarsitee subahanalah dhugaa fakkatu akka dubartota sahabani naa fakkati mee xiqoo irra nuuf hima yaa sheka kena qalii 😢,Positive
4861,Masha allah,Positive
4862,Mashaa allah,Positive
4863,Baga nagaan deebitan,Positive
4864,Mashaall,Positive
4865,Mashallah ❤❤❤,Positive
4866,Mashallaah rabbiin isin ha gargaru,Positive
4867,MaaaaaaaShaaaAllahMaaaaaaaaaShaaaAllahTaaaabarakallahTaaabarakallah👍👍👍👍👍👍👍👍👍👍Raaabiinsiraahajallatuujzk💌💌💌,Positive
4868,SaaaallaallaahAleyhiwosaaallaamSaaallaaallahAleyhiwosaaallam❤❤❤saaallaallahAleyhiwosaaallaaam,Positive
4869,Barnota gasrii🎉 dha ❤,Positive
4870,Mashaa allaah habibi jabaadhu,Positive
4871,Maashaallaah Allaahu Akubr Allaahu Akubr dhageeffadhe tumaa Xumuree Hayyuu waan dubbaatuf dhisuu beekuu Sheik Jamal Aliyi ❤ Umurii dheereetuu nuf Jiraadha Ammaas qabeenya fi Beekumsaa dabalee rabbiin isiin haa kennuu👍Atiis Suheeybii ilmaa Hayyuu🥰dargagoo boru biyyaaf taa'uu rabbiin bakkan si haa gahuu inshaallaah ☝️,Positive
4872,Mashaa Allh 😘,Positive
4873,Galatomii,Positive
4874,Mashalaha,Positive
4875,𝕄𝕒𝕒𝕤𝕙𝕒𝕒 𝕒𝕝𝕝𝕒𝕙 𝕪𝕒𝕒 𝕤𝕙𝕖𝕖𝕜𝕒 𝕜𝕚𝕪𝕪𝕒❤❤❤,Positive
4876,Mashaaallaah mashaaallaah mashaaallaah mashaaallaah mashaaallaah mashaaallaah mashaaallaah,Positive
4877,Maasha allaha rabbiin umrii nuuf isiin haa dheereeysuu ilmaan aayyaa ❤❤❤❤❤❤❤❤hedduu takkan isiin jaaladhaa,Positive
4878,masha Allah,Positive
4879,Mashaallah tabarakallh ❤❤❤❤,Positive
4880,𝗠𝗮𝗮𝘀𝗵𝗮𝗮 𝗮𝗹𝗹𝗮𝗮𝗵 𝗺𝗮𝗮𝘀𝗵𝗮𝗮 𝗮𝗹𝗹𝗮𝗮𝗮𝗵 𝗺𝗮𝗮𝘀𝗵𝗮𝗮 𝗮𝗹𝗹𝗮𝗮𝗵 𝗮𝗺𝗮𝗹𝗲𝗲 𝗿𝗮𝗯𝗯𝗶𝗶𝗻 𝗶𝘀𝗶𝗻𝗶𝗶 𝗵𝗮 𝗱𝗲𝗯𝗮𝗹𝘂𝘂 𝗹𝗲𝗲𝗻𝗰𝗮𝗮𝗻 𝗶𝘀𝗶𝗹𝗮𝗺𝗮𝗮❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4881,❤❤❤❤ masha allah akka fuula Muslimni duress addunyaa Tanya tanuuf abdii Nutting horee,Positive
4882,Mashaa Allah ❤❤❤❤🎉,Positive
4883,Sooreessa Hayyuu Gootaa Kenya ❤❤,Positive
4884,Mashaa Allah,Positive
4885,Mashaa Allah Mashaa Allah,Positive
4886,Mashaa Allaah 🥰,Positive
4887,Namnii Aka kiyya tii Shek Amiin ibroo aferu fetan laikk godhs 🎉🎉🎉🎉,Positive
4888,MashahaLh MashahaLh 👍🏿,Positive
4889,❤❤masha Allah,Positive
4890,Maashaa Allah Rabbiin Umrii isin haa dheeressu,Positive
4891,"Maashaa,allaah",Positive
4892,Maashaa Allaah! Jabaa namaa!,Positive
4893,Masha Allah ❤ Wagga Dhufu 1ffaa Akka Biyyatii Insha Allah ❤,Positive
4894,Maashalla heduu namati tolaa rabi umrii si haa dheereysu,Positive
4895,Mashaa'allaa,Positive
4896,Mashaa'allaa ❤❤❤❤❤❤❤❤❤❤,Positive
4897,Maashaa Allah ❤️ ❤️,Positive
4898,Rabbiin umrii dhertuu fayya bareduu isiinif hakanuu ❤❤❤ nuuf jiradhaaa,Positive
4899,Waleykum Salaam Warahmatullahii Wabarkatuhuu Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Masha Allah Tabarakallah ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4900,Waleykum Salaam Warahmatullahii Wabarkatuhuu Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Masha Allah Tabarakallah ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
4901,As wr wb shka Kiya umrii dheradhu na,Positive
4902,Duranuu arjuman bekama,Positive
4903,Ustaz sh Jamal aliyyii biraan na gahaa warra halal show,Positive
4904,Taa baanki saantu nu dhiibee,Negative
4905,Masha Allah,Positive
4906,Masha Allah,Positive
4907,Masha Allah,Positive
4908,Mashallah allahu akber,Positive
4909,Hagalatomu,Positive
4910,Mashaallaa💞💞💞💞💞💞💞💞💞Mashaallaa,Positive
4911,Maashaa Allaah Rabbiin Umrii nuuf haa dhereysu,Positive
4912,Sallallaahu Aleeyhi Wasallam,Positive
4913,Mashaalla Tabarkallaa ♥️ rabii umur isinhadheresuu ♥️ 🐅🐅💪💪💪,Positive
4914,"Maasha Allaa isiinii laachu Umrii isiinii dheerese,Rizqii baldhaa fi beekumsa isiiniif haa dabaluu. Waan isiiniif jedhuutu Naa hanqaata!!!. Maasha Allaa, Maasha Allaa, Maasha Allaa. Rabbiif isiinii jalaadha ❤❤❤",Positive
4915,Masha Alhaa❤❤❤❤,Positive
4916,Masallah Allah masallah Allah masallah Allah masallah Allah ❤❤❤❤❤❤❤🎉🎉🎉,Positive
4917,mee deebi'een sin dhaggeeffadha ustaz,Neutral
4918,As wrwb Rabbiin haqarraatti nu haa tiksuu Qabeenyii imaanaan Ummaataatin totally sure nama gammachisaa. Yaa Rabbii Duniyaa Halal nuufis keennii amiiiiiiiiiiiiin jaalalaa guuti Qalbii teenyaa nutiksii amiiiiiiiiiiiiin allahummaa amiiiin,Positive
4919,Isin lachuu as wrwb Rabbiin isin haa jaallatuu ❤❤🎉🎉. Maasha'allah alhamdulillahii wawrwb galatoomaa Ustaz,Positive
4920,Sallaallahu aleeyhi wassalam ❤❤❤🎉🎉🎉🎉,Positive
4921,Ustaaz bikka baankin nigdi jirtu hunda biratti banki islaama nudhaabu qabdan baqqa,Neutral
4922,date sirreeffadheen submit. goonaan naaf raawwachuu dide.maal godhu maalo,Neutral
4923,Ana dogongora naaf sirreessuu dide maal godhu?,Neutral
4924,fan no na jalaa badee odoon hin beekin yeroo lama galmaa'e sana booda guutumaan guututti na jalaa hafe akkamitti sirraa'a pls,Neutral
4925,suura jijjirun barbaade akkam godhu,Neutral
4926,maqaa fi lakkofsa hin qaramu,Neutral
4927,maqaa jijirachuu ni danda.amaa,Neutral
4928,yoo badee akkamiti argna,Neutral
4929,umre jijjiruuf,Neutral
4930,bro kafaltiin ergaa kafalame hin sirauu nuun jedhanii akkamii dogongorii maqaa mee dhiphadhee naaf himii hin sirraa,Neutral
4931,tiktok irra video logo isaa malee akmin buusuu dandeenya,Neutral
4932,suuraa update gochuun barbaade akkamiti gochuu danda'aa please,Neutral
4933,suura jijjiiruu ni danda'aa kaninus please???,Neutral
4934,"1 woraqaan dhalootaa ta'aa?
 2,akkuma yeeroo jalqabaa Mana posts deemaa?",Neutral
4935,qatanii gutee garuu nafii igalee malii godhmee,Neutral
4936,maqaan dogongoratae,Neutral
4937,maqaa hoo haala kamiin qayyaruu,Neutral
4938,erga fudhatani maqaa jijjiruun nidanda'ama,Neutral
4939,Suuraan hoo jijjiramuu danda'a???,Neutral
4940,"yoo naa jalaa badee akkaamin gochuu danda,aa malok",Neutral
4941,tartiiba ati amma jettu kana hunda eegeen sirreeffachuu yaaleen ture garuu naaf hin sirroofne bro,Neutral
4942,suuraa ID akkaata kaam edit gotee sireefata,Neutral
4943,suuraanoo,Neutral
4944,suura jijjiiruun danda.ama,Neutral
4945,"maqan jijiru ni danda,ama",Neutral
4946,bara hoo,Neutral
4947,guyyaa meqaati sirressa namaf debbisa bro,Neutral
4948,yoo lakofisii bilibilaa naa biraa in jiree akkamitani siresaa,Neutral
4949,taraa lamaa guteen turee akamii godhaa malo,Neutral
4950,sireesuu naa dide error code 2 naan jedhe maal godhuu,Neutral
4951,Baayye galatoomi sin jecha videon kee download nuuf godhi,Neutral
4952,maqaa jijiruu ni dadahamaa,Neutral
4953,lakkoofsa bilbilaa,Neutral
4954,"suraa edit gochuun danda, amaa",Neutral
4955,fotoon hoo ni sirreefama?,Neutral
4956,osoo hin fudhatiin moo,Neutral
4957,Kan miseejiin dhufuu didefi hoo maaltu malaa,Neutral
4958,yoo badee maal gona,Neutral
4959,akkasumattiyu nadidenim isti ሰራን natimi,Neutral
4960,hangam dhugaa garu,Neutral
4961,yoo najala badee malan godhaa maloo natii himii,Neutral
4962,ashaaran Ani galche sun hamam turuu dandaaha dafee hin baduu,Neutral
4963,footoo akkamitti sirreessuu dandaa'a,Neutral
4964,gaffii qabba,Neutral
4965,simiin ittin galmesifne jijjiiru dandeenya????,Neutral
4966,dhugaa naa didee maqaa akkaakayuu dogogoraa qabaa,Neutral
4967,maxaqa qabale dogora qabte akmitt siressta,Neutral
4968,Fayyidaa ID akkamitti biyyaa bakke ta.ani bafachuu danda.u,Neutral
4969,rabbii. jedhii. namanaa,Neutral
4970,FCN naf fidu dide maloo naf himi,Neutral
4971,yeroo raawwati code haaraa ergamoo isa jalqabaatiin fudhatu natti himi adaraa,Neutral
4972,waraqaan dhaloota nitahami?dafi nadeebisi pls,Neutral
4973,dijital id 666n wal hin qabata akkam,Neutral
4974,broo lakofsaa bilbilaa jijjiruu danda.amaa,Neutral
4975,lakkoofsii kiyyaa na jala bade jira haala kamiin lakkofsa bilbilaa kiyya lamaffaa irrati sirreefachuu danda'a?,Neutral
4976,kan koo dogongora guddaa qabaa maal gochuun qabaa,Neutral
4977,Photo akkamitti jijjiruuu dandeenya,Neutral
4978,Kan galmofte jedhi naf hin Gaalee akkamitin Argachu danda.a,Neutral
4979,suuraa hoo,Neutral
4980,maqaa hoo,Neutral
4981,bro Koo maqaa jijjiiruun ni danda'ama?,Neutral
4982,haarkako nadide place natti him,Neutral
4983,asharaa yaroo lamaa godhee akkam godhuutu narra jiraa,Neutral
4984,yo lakkofsa bilbila achira jiru jijiru barbane mal godhu qabana,Neutral
4985,bro kankoo pasportin galmahe ture barii isaa najala dogongorame misejin galmoftan jedhu nadhufera kan icitimo naf hindebine akkamin siresa please,Neutral
4986,Akka gadi bufannutti hojjedhumee hin bu'u,Neutral
4987,yoon jijiree xummuree kan sirrefame sana essan fudhadha??????,Neutral
4988,suuraan hoo ni jijjiiramaa bro,Neutral
4989,baka jirenyaa fii qabale jijiru fedha please,Neutral
4990,Maqaa guutumaan guututti jijjiirachuun hoo danda'amaa?,Neutral
4991,siimiin ittiin galmaa'e registration number waliin na jalaa bade siimii kana deebisee baasuu ykn argachuu hin danda'u fin fan hin qabu akkamitti sirre,Neutral
4992,"bro haala kanan sirreffadhen egasii lammafa hin ta,uu naan jedhani ofi koti akkamittiin bufachuu danda,a",Neutral
4993,lakk bilbillaa koo dogoggoraa godhaatetuu miseejiin naaf deebi'u didde akkamitti sireefadha,Neutral
4994,driving licence bakka waraqa enyuumma hin tahuu?,Neutral
4995,"code har,aa ergaa?
 yeroo raawwatu",Neutral
4996,Suura qulqullina hin qabne jijjiirrachuun ni danda'ama?,Neutral
4997,Hbb akkata maalqa itti kaafalan telbirin,Neutral
4998,suuraan koo kan yeroo darbee qormaata kutaa 12 ka'eetuun naf dhufee maalan godhaa,Neutral
4999,profile hoo sireessuun ni danda'amaa?,Neutral
5000,umuri dabalun hin dandahama ???,Neutral
5001,suura sirreessuu barbaadeen ture,Neutral
5002,gurbaa natii himimee kan kiyaa,Neutral
5003,umrii waraqaa eenyummaa gandaatiin wal qabataa?,Neutral
5004,"Maqa ministiri jiyya qubee dogogggoraan barraa'e akkamiin sirra,u danda,a ples bro",Neutral
5005,Yoo reject ta'e maal gochuu dandeenya?,Neutral
5006,kiyaa ergaa fudhadhe bodaa dongongora ta'ee argee akkam godhu,Neutral
5007,photo sirreffachun hin danda'aam naaf deebisii,Neutral
5008,naa didee maloo akkam godhaa,Neutral
5009,iD kiyya eysaaniin baafadhee harkatti furadha ree,Neutral
5010,Yoo daa'imman ta'e hoo?,Neutral
5011,update ykn submit ta'uu didde maal woyyaa?,Neutral
5012,maqaa Abbaa kiyyaa fii maqaa kiiyyaa jijjiruun barbadee anii immoo maal naaf wayyaa bro hadaara kee,Neutral
5013,kan kafaletis ajajate dhufufii didee hoo hinjiru jedhame akkamitti dhabamu danda'a siraahuu hoo hin danda'uu?,Neutral
5014,ok message haaraa siif erguu,Neutral
5015,gama kanaan kaffalti raawwachuu ni dandeenyaa??,Neutral
5016,Umrii dogogore me naf himi akamin jijiru dandaa ?,Neutral
5017,Tibbana hojjachuu dide update'n.,Neutral
5018,Anii moo duraan lakofsaa namatin galama'ee turee akaamin lokofsaa ko jalaa jiriradhaa,Neutral
5019,maqaa jalqaba jijjiru danda'ama?,Neutral
5020,hin hojjetu aabbe yaaduma odessituu addres kiyya jijjiru barbaden na dide,Neutral
5021,silki jijirachuu barbadee,Neutral
5022,"Tajjajilli tokkoo hawasaa isaa miidhaa yoo ta'ee eenyu tajjajiluuf ba'ee akka ta'e naaf hin galu?fkn duraan cardiin abba25 paceji 80 bita ture ,harra garruu pac 77 ttii gadi debisaniru dhiroo halli bulmaata biyyaattii akkaaf gara nuwalaalchisee jira",Negative
5023,Saamamne omaayyuu gochuu hin dandeenyu qarshii 100 yoo guutte daqiiqaa lama booda hin jiru gartokkee daataa bitattee gartokkee yoo keessatti dhiiste walitti qabeet lachuu fudhata biyya akkamii keessa akka jirru wallaalle nama itti himannus niwallaalle jireenya bara kanaa caala kan nama gubu saamicha ethio telecm ti,Negative
5024,Ethio telecomifi dhaabbata humna electriii Itio (humna ibsaa) akka barbaadanitti taarifa dabaluun nu saamaa jiru,Negative
5025,Kana booda safarikomitti fayyadamudha,Negative
5026,Ana immoo keessuma kan na dhibuu daqiiqafi kufama gara garaa gadi buusa deema yeroo qar 22 daqiqa 88ti amma qar 25 daqiqan 77 akkamii haalli isaa safuu silkii dhiisani lallabani wal waamudha,Neutral
5027,"Dhaabbanni Kun Bu'aa biliyoonaan argata gabaasa isaa waggaa irratti .Garuu ,eessaa dhufe kan jedhuuf saamicha daataafibilbilaan yoo ta'us,hojjetan isaaf immoo miindaa ji'aa qarshii 6000 Kenna. Kun maal jedhamaa?",Negative
5028,Al seerummaan biyya kana keessatti geggeeffamaa jiru damee isaa baballisee uummata irratti rakkoo jabaa fidaaJira.saamichi qindaa'aan Ethio tell come uummata irratti geggeessaa jirus qoratamee tarkaanfii atattamaa hin fudhatamu taanaan gaaga'amni hamaan uumamuu danda'a!,Negative
5029,Dhugaadha kuni baayyee ummataa midhaa jira malif kaardii yoon guunee bilbila malif qabatare isaanis kan hubatanit akkas gochaa jiruu kanaaf immoo yeroo dhabbatni kun altokko akkas ol baasuu mootummaan caaljedhe illaaluu hin qabu,Negative
5030,Saafarni komii saan danbaanya godhan kaa maaree,Neutral
5031,Dhima gaaban wal qabatuuf deebii gaarii Kan ta u mootuumaan biyya kana keessan Akka hin jiree Kan nama hubachisuudha,Negative
5032,Kun dhugadhaa ammamoo keessumaa bahanii malii nuu sammuu barbadaniruu,Negative
5033,"Yoo nu dhagahaan dubbana, Sila dubbiin teenya hin dhagaamuu akkam goona?",Negative
5034,Gara saafarikoomitti.,Neutral
5035,Kunii dhugaadha. Sagalee nama Tokkoo qofaa mitii sagalee ummataa maratii,Negative
5036,Kun waan dhugaadha saamicha dangaa darbee. mana kiraa caalaan isaano qaamni isaan gaafatu malif dhabame garu?,Negative
5037,"Dhaabbata waa funaantuu, hattuu dafqa hiyyeessaa hin ilaallanne.",Negative
5038,Ethio telecom haatudha,Negative
5039,Hattuun nutti baay'ate waliwalalee,Negative
5040,"Eenyuutti akka iyyinu wallaalle dhugaan dhugaadha. Wifi kiyya ergii beekamtii kootiin ala muranii ji'a guutee jiraa, gatii tajaajilaammoo kafali jedhanii nagaafatu.",Negative
5041,Ethio telecom is a thief,Negative
5042,silanjara malifii umataa midhu motuman qubinqabu jaroo umatara guruumalee bajarii imataa busan tokinjirumbar,Negative
5043,Qamnii itii iyaataan in jirumoo akaa barbadaan kan godhaan maalii malisaa moo isaan seraa n alaa  ples umataa in saminaa kesanimoo ijaa qabaa umataa giduu galesaa kan godhatee tayuu qabaa umataaf jedhaa ojadhaa garaaf itumaa dhisaa obsaa,Negative
5044,Maal goona nu amma hin dubbannu yoo dubbanne neetorkii nurraa balleessani silaa....,Negative
5045,Qaamni waan kana sirreessuu danda'u otoo gadi fageenyaan nuuf ilaalamee jechaa jirra nuti fayyadamtoonni hedduu miidhamaa jirra.,Negative
5046,Waraabessa haadhasa nufixeem ጃራና.,Negative
5047,Eenyutti himannu saamtota kana eyyama baafatanii saamu,Negative
5048,Dhugaadhaa kun gaaffii sadarkaa motummaattii gafaatamuu qabudha  ilaalamuu qabaa,Negative
5049,Qaamni isa hoogganu jiraa garuu dhaabbata hattuu,Negative
5050,Dhugaa jeete Kun Gaaffii Uummataa kenyaa hundaatii sammichii ethio telecom sirrii mittii sirreessuu qabu,Negative
5051,Dhimi kun salphaa mitti.,Negative
5052,Fallisaa bilbiluu fi fayyadama data xiqqeessudha wif fayyadamuufaa,Neutral
5053,Dhugaadha dhaabbannikun nu miidhaa jiraa,Negative
5054,Eenyutti himannaa?? Saamicha eyyama argate dha,Negative
5055,Maalii telee nuu chiraataraa maalee,Negative
5056,Nitittiin dhiirsa qabduu ishi dha  kan akkas godhu wagga otuu Guutin yeroo lama dabalatii,Negative
5057,Dhaabbannii kun  ummaata saamuu qofaa tajaajilaa gidduu galeessaa keenaa hin jiru dhaabbannii kun ummaataf kanaaf,Negative
5058,Safarikoommi mataa fayyaa,Negative
5059,Kana booda safarikoom bafaana,Negative
5060,"Nuuf nama nu nyaatu malee kan nuuf gaddu hin jiruum, koottaamee haa iyyinuu!!",Negative
5061,Shiftummmaan gargarii miti Kun ????,Negative
5062,Dhiigaa moo qarshii dhugaa jira,Negative
5063,Oftultotaa ta'an jarii of siresuu qabuu,Negative
5064,"Ani du,eruun malee qorcaan hin marginii jettee harreen ethio tel akkaas",Negative
5065,Dhugaa lafa jirudha kun,Negative
5066,Laman isheyyuu hattudhuma kamtu kamii,Negative
5067,Dhugaa keeti ummanni saamamaa jirraa,Negative
5068,Safaricom dhabani hawasa fayadaru,Negative
5069,Saafaricoom Wayya.,Negative
5070,Dhugaa lafa jiru kun,Negative
5071,Dhugaa kee jette,Negative
5072,Please please please eti tele ummataa hin saminaa,Negative
5073,"Yeroo isaan saamicha geggeessan mootummaan callisee ilaaluurraa uummata kannaaf yaadee furmaata utuu argatee, saamicha ija baasee dha.",Negative
5074,Maal gonna safarkominls guddina gara baadlyyaa dhiise,Negative
5075,"Ethio Telecom hattuu irra darbee fala baasee jira daballii yeroo tokkoti parsaantii hamma kanan maamila irrati dabaluun Aad-maleedhaa biyyoota biroo keessatii 0.01 dabalinsii gatii tokko yoo ta,ee uummanii hiriira baha motummaaniis deebii kenna kan biyyaa keenyaa kanarra addaam",Negative
5076,Dhugaan jirtuu kanumaan kan hawaasa nyaatu malee kan hawaasaaf yaaduu hin jiruu rabbii guyyaa qaba bayee galatoomi bro,Negative
5077,"Dhugaadha kun, adda nuuf ha ba'u, galatoomi",Negative
5078,Intalli xiqqooodhumaaree sheemiin ishee hin qabuu luqiftee nu fixxee.,Negative
5079,Waan kun ilaalamumma qabu,Negative
5080,Kanaa booda namni kamiyuuu saafarikoommii fayyadamuu qaba.Gaafas waa'ee ummata sirriitti yaaduu danda'u jedheen amana.,Negative
5081,Waan kun sirrachuu qaba,Negative
5082,Saamicha jalqabee hunduu safuudha,Negative
5083,Ethio telecom hattoota,Negative
5084,Uuuuuuuu  Teelen biyyaa Itoopiyaa irra buqqa'uu qabdi  nurraa balleesse ishumaa fayyadamuu hin barbaannuu,Negative
5085,Dubbannees deebii hin argannuuf male dhabbata ummata saamuuf hundeefamedha,Negative
5086,Dhimmi saamicha hamma kana ga'u ifumaa ifatti ka'e booddeen isaa maal ta'uuf jedha ? Kun lammii biyya kanaa kan ta'e hundumaa itti yaachisuu qaba.,Negative
5087,"Kun dhugaadha ,qaamnumti dhaabbata kana to'atuu fi hordoffii taasisu ni jiras? Kan jedhu gaaffii hawaasa bal'aati",Negative
5088,Digital hattuu,Negative
5089,Kun raajii dha! Bara hanni dagaage!,Negative
5090,Inumtti 130 fi 131 jedhanii nama saaman tokko yoo,Negative
5091,Kun dhabbata samichaaf heyyema bafatee biyyaa kana kessaa socho'uudha male ummata fayyada hin jiruum,Negative
5092,Warra ethio telecom yeroo isaan akkasiti ummata samaan motumman quba qabu maf callise,Negative
5093,"Firiin angoo irraa bu,uu qabdi baqqa",Negative
